common_material_id,common_code,common_description,material_family,material_type,material_grade,nominal_size,pressure_rating,standard_spec,unit_of_measure,consolidated_attributes,cpse_coverage,member_count,governance_status,group_confidence,group_identity_hash,approved_by,approved_at,approval_rationale
CMM-INSTRU-3B81E6-001,CMM-INSTRU-3B81E6-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,,SS 316,5000 PSI,,API 6A,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""5000 PSI"", ""specification"": ""API 6A"", ""standard"": ""API 6A"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,3b81e66816fc6f1e0c27417051820036577819d1762e6ce530ba62bee9d2101e,,,
CMM-INSTRU-3CF0AA-001,CMM-INSTRU-3CF0AA-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,3cf0aa2d830c6bf309ff24ff3228c99f7484a44f9747bbce20008cb14ef50548,,,
CMM-INSTRU-3DE2D9-001,CMM-INSTRU-3DE2D9-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,,SS 304,0-20 M,,API 2350,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-20 M"", ""specification"": ""API 2350"", ""standard"": ""API 2350"", ""unit"": ""NOS""}",HPCL,1,STANDALONE_CANDIDATE,1.0,3de2d9cf8b57af3d73b0e1a00f7c40b0cc6db182c445b08bcefbb3d10ea58ab5,,,
CMM-INSTRU-3E1411-001,CMM-INSTRU-3E1411-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,3e1411ac18bfff334b5251c50c4fc5a3b897cdd6621fad2eabd34e10d92cb00f,,,
CMM-INSTRU-40C5B3-001,CMM-INSTRU-40C5B3-001,INSTRUMENTATION | BRASS | 1/2 IN NPT | ASME B40.100,INSTRUMENTATION,,BRASS,1/2 IN NPT,,ASME B40.100,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""BRASS"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""ASME B40.100"", ""standard"": ""ASME B40.100"", ""unit"": ""NOS""}",BHEL;Coal India;HPCL;NMDC,4,VERIFIED_HARMONIZED,1.0,40c5b3e99f45ab477e4d37fe1c7e6169f543ec1b2b19267f2fd984d081631d1a,,,
CMM-INSTRU-43CEC1-001,CMM-INSTRU-43CEC1-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,43cec1f15a314677148358778225c0961ff0163afcef8673bb297c04a24839eb,,,
CMM-INSTRU-441159-001,CMM-INSTRU-441159-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,,SS 304,0-20 M,,API 2350,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-20 M"", ""specification"": ""API 2350"", ""standard"": ""API 2350"", ""unit"": ""NOS""}",HPCL,1,STANDALONE_CANDIDATE,1.0,4411598c66b018a35a8d4654d437a802b680d4a0c1e44deb3e77002be0b1159b,,,
CMM-INSTRU-450866-001,CMM-INSTRU-450866-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,4508662a7c6a01911ef1afad80c3299353dd778738af01b1a6c9a823a8a3dc7e,,,
CMM-INSTRU-472245-001,CMM-INSTRU-472245-001,INSTRUMENTATION | POLYCARBONATE | 0-100 BAR | ISA 75.01,INSTRUMENTATION,,POLYCARBONATE,0-100 BAR,,ISA 75.01,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""POLYCARBONATE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-100 BAR"", ""specification"": ""ISA 75.01"", ""standard"": """", ""unit"": ""NOS""}",IOCL;NMDC;ONGC,4,AMBIGUOUS_REVIEW_REQUIRED,1.0,472245d9505d55bc29b1455b9b43dd8de455d96116431c40d7a07ee7a778d4a4,,,
CMM-INSTRU-4981D6-001,CMM-INSTRU-4981D6-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,4981d627ab38116f88881d4f4d1050efcfb356be9b066e1550c6f9d95f2f063d,,,
CMM-INSTRU-4B7871-001,CMM-INSTRU-4B7871-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,4b7871941293a95ee850168d7ff8c96c7068c727d59463dfadb2042b2ec8ffe4,,,
CMM-INSTRU-4D969D-001,CMM-INSTRU-4D969D-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,4d969d3f4dad16f106e16366acbdfb34215dfb42a13bf200bb8fe988235b5088,,,
CMM-INSTRU-506F2A-001,CMM-INSTRU-506F2A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,,SS 304,0-20 M,,API 2350,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-20 M"", ""specification"": ""API 2350"", ""standard"": ""API 2350"", ""unit"": ""NOS""}",HPCL,1,STANDALONE_CANDIDATE,1.0,506f2aa6b56f524ed7e5eb39926ddc4ac7310d0e0809d192a6c51e652f489771,,,
CMM-INSTRU-531B25-001,CMM-INSTRU-531B25-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,531b25d94976939045da61ec12e78427ddd4379652289ac916127850911eb0e9,,,
CMM-INSTRU-557134-001,CMM-INSTRU-557134-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,55713447c2a53e2c33b3c0a3a3ddbc9e5559fa2e335be3904cfc13340a095a68,,,
CMM-INSTRU-57243E-001,CMM-INSTRU-57243E-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,57243e20c77c43b2c27091a9001ced89eaaccadbb33972aff99092f429cd7a19,,,
CMM-INSTRU-58342A-001,CMM-INSTRU-58342A-001,INSTRUMENTATION | PRESSURE GAUGE | POLYCARBONATE | 0-500 DEG C | ISA 75.01,INSTRUMENTATION,PRESSURE GAUGE,POLYCARBONATE,0-500 DEG C,,ISA 75.01,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""POLYCARBONATE"", ""material_subtype"": """", ""material_type"": ""PRESSURE GAUGE"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-500 DEG C"", ""specification"": ""ISA 75.01"", ""standard"": """", ""unit"": ""NOS""}",BHEL;HPCL;IOCL;NMDC;NTPC;SAIL,6,VERIFIED_HARMONIZED,1.0,58342ac75223e7e762f8a348ff12d19947b9c764c33666583a0ebf91ddca111b,,,
CMM-INSTRU-58EF54-001,CMM-INSTRU-58EF54-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,58ef54604bdc93cecdebc62227500df6318a0035dd0b1ac2f252a2bfc9081c9e,,,
CMM-INSTRU-59A2A6-001,CMM-INSTRU-59A2A6-001,INSTRUMENTATION | SS 316 | 0-100 BAR | IEC 60529,INSTRUMENTATION,,SS 316,0-100 BAR,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-100 BAR"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",BHEL;IOCL;NMDC;NTPC;ONGC,5,VERIFIED_HARMONIZED,1.0,59a2a67b6e4b275a8516243c77911c2df41bdd99cf47b17ba941ef9e94111316,,,
CMM-INSTRU-5C9385-001,CMM-INSTRU-5C9385-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,,SS 316,5000 PSI,,API 6A,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""5000 PSI"", ""specification"": ""API 6A"", ""standard"": ""API 6A"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,5c9385f0f2d1a160777ac54f92af70492224487e77fe9d67cc64ab0d7743398a,,,
CMM-INSTRU-5F3CF8-001,CMM-INSTRU-5F3CF8-001,INSTRUMENTATION | BRASS | 0-100 BAR | ISA 75.01,INSTRUMENTATION,,BRASS,0-100 BAR,,ISA 75.01,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""BRASS"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-100 BAR"", ""specification"": ""ISA 75.01"", ""standard"": """", ""unit"": ""NOS""}",HPCL;SAIL,2,VERIFIED_HARMONIZED,1.0,5f3cf8f43c6ccb37547f2d8b38b16f98aac2f6f230753b37befd3cec2a266aca,,,
CMM-INSTRU-617080-001,CMM-INSTRU-617080-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,617080e42d9066d689b3c470c8dd336e9e9273d158d3e8a6ab8a0deeda35aa39,,,
CMM-INSTRU-61E856-001,CMM-INSTRU-61E856-001,INSTRUMENTATION | BRASS | 1/2 IN NPT | IEC 60529,INSTRUMENTATION,,BRASS,1/2 IN NPT,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""BRASS"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",Coal India;IOCL;SAIL,3,VERIFIED_HARMONIZED,1.0,61e856d1a1ba8f7f11e4b1446dcdd85a8e069e69396a76cc8aaaf0773bbb1e43,,,
CMM-INSTRU-63802F-001,CMM-INSTRU-63802F-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,,SS 304,0-20 M,,API 2350,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-20 M"", ""specification"": ""API 2350"", ""standard"": ""API 2350"", ""unit"": ""NOS""}",HPCL,1,STANDALONE_CANDIDATE,1.0,63802f8647700d791e494dfe31cb7aadab712de7b9156ba530f6858296a91752,,,
CMM-INSTRU-63AE9C-001,CMM-INSTRU-63AE9C-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,63ae9c70e887bbda1f850b2b5b7195e1bd6775743aa40926cdcb108dfbac2e1e,,,
CMM-INSTRU-6B0B6E-001,CMM-INSTRU-6B0B6E-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,6b0b6e04f62cb67b29fa5b6209e72c749d6aea20f051526930104322fbf3c1e4,,,
CMM-INSTRU-6B7F1D-001,CMM-INSTRU-6B7F1D-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,6b7f1d774a4adbed00d411f6f3eeb5c046cf0e0cb6a91b694ec618c4e1ff656f,,,
CMM-INSTRU-6BA797-001,CMM-INSTRU-6BA797-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,,SS 316,5000 PSI,,API 6A,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""5000 PSI"", ""specification"": ""API 6A"", ""standard"": ""API 6A"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,6ba7977853c300e6be717ba2e8c755c74867fed126ed3a0ad9df5665d03c0e5c,,,
CMM-INSTRU-6D1EBF-001,CMM-INSTRU-6D1EBF-001,INSTRUMENTATION | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION,,SS 316,5000 PSI,,API 6A,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""5000 PSI"", ""specification"": ""API 6A"", ""standard"": ""API 6A"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,6d1ebfff4301b15282af2a316b576bafec7dd169e7d4c8bda17090884a375499,,,
CMM-INSTRU-6E3A7C-001,CMM-INSTRU-6E3A7C-001,INSTRUMENTATION | SS 316 | 0-15 M | IEC 60529,INSTRUMENTATION,,SS 316,0-15 M,,IEC 60529,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-15 M"", ""specification"": ""IEC 60529"", ""standard"": ""IEC 60529"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,6e3a7c108d6c247a61adad243a8dd8a677af96910ca5cf0755435582eba89332,,,
CMM-INSTRU-6F22C1-001,CMM-INSTRU-6F22C1-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,6f22c104b0291e662539bbb0ef57e9f54890a5b97045c3ffbf1e4a65d077ce94,,,
CMM-INSTRU-70A392-001,CMM-INSTRU-70A392-001,INSTRUMENTATION | SS 316 | 0-100 BAR | ASME B40.100,INSTRUMENTATION,,SS 316,0-100 BAR,,ASME B40.100,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-100 BAR"", ""specification"": ""ASME B40.100"", ""standard"": ""ASME B40.100"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,70a392f43e63854afbe7e46c2818d6a1261047e92cd7e2446a31d05a908be080,,,
CMM-INSTRU-70AE3A-001,CMM-INSTRU-70AE3A-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,,SS 304,0-20 M,,API 2350,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-20 M"", ""specification"": ""API 2350"", ""standard"": ""API 2350"", ""unit"": ""NOS""}",HPCL,1,STANDALONE_CANDIDATE,1.0,70ae3a11ac3c74d0eab2d0ec598b5ceb79893ea7a88232fb7c2a44a5f02ef04f,,,
CMM-INSTRU-71B89B-001,CMM-INSTRU-71B89B-001,INSTRUMENTATION | SS 304 | 0-20 M | API 2350,INSTRUMENTATION,,SS 304,0-20 M,,API 2350,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 304"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""0-20 M"", ""specification"": ""API 2350"", ""standard"": ""API 2350"", ""unit"": ""NOS""}",HPCL,1,STANDALONE_CANDIDATE,1.0,71b89b0636aa75552746c718768821ac091541925088e2330b244f115151f6cb,,,
CMM-INSTRU-746A35-001,CMM-INSTRU-746A35-001,INSTRUMENTATION | BRASS | 4-20 MA | ISA 75.01,INSTRUMENTATION,,BRASS,4-20 MA,,ISA 75.01,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""BRASS"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""4-20 MA"", ""specification"": ""ISA 75.01"", ""standard"": """", ""unit"": ""NOS""}",HPCL;IOCL;NMDC;NTPC;ONGC;SAIL,8,AMBIGUOUS_REVIEW_REQUIRED,1.0,746a35f76d4b0fa796963b5e869d7530b6129427560923fbe559793b08761fcd,,,
CMM-INSTRU-76250E-001,CMM-INSTRU-76250E-001,INSTRUMENTATION | SS 316 | 1/2 IN NPT | API 537,INSTRUMENTATION,,SS 316,1/2 IN NPT,,API 537,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""INSTRUMENTATION"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""1/2 IN NPT"", ""specification"": ""API 537"", ""standard"": ""API 537"", ""unit"": ""NOS""}",IOCL,1,STANDALONE_CANDIDATE,1.0,76250e54cef54801e9553bbbc09c34e3fc3c6bc80bfdc0d50602b6c299d0d1ef,,,
